Id,AegisName,Name
29029,Atk1p_Bottom,ATK+1%(Lower)
29030,Matk1p_Top,MATK+1%
29031,Matk1p_Bottom,MATK+1%(Lower)
29032,SPdrain1_Top,SP Absorption 1
29033,Mdef4_Bottom,MDEF+4
29040,Ghost_Effect,Ghost Effect
29041,Twinkle_Effect,Twinkle Effect
29045,Storm,Gale
29046,Greed,Greed
29047,Fatal0,Fatal
29048,Expert_Archer0,Expert Archer
29049,HP100_,HP+100
29050,SP50_,SP+50
29051,Detoxify,Detoxify
29052,Recovery,Recovery
29053,Skill_Delay1_Top,After Skill Delay1 Upper
29054,Skill_Delay1_Middle,After Skill Delay1 Middle
29055,Skill_Delay1_Bottom,After Skill Delay1 Lower
29056,FixedCasting05,Reduces Fixed Cast
29057,Kyrie,Kyrie
29061,Mettle1,Mettle Lv. 1
29062,Mettle2,Mettle Lv. 2
29063,Mettle3,Mettle Lv. 3
29064,Mettle4,Mettle Lv. 4
29065,Mettle5,Mettle Lv. 5
29066,Mettle6,Mettle Lv. 6
29067,Mettle7,Mettle Lv. 7
29068,Mettle8,Mettle Lv. 8
29069,Mettle9,Mettle Lv. 9
29070,Mettle10,Mettle Lv. 10
29071,MagicEessence1,Magic Essence Lv. 1
29072,MagicEessence2,Magic Essence Lv. 2
29073,MagicEessence3,Magic Essence Lv. 3
29074,MagicEessence4,Magic Essence Lv. 4
29075,MagicEessence5,Magic Essence Lv. 5
29076,MagicEessence6,Magic Essence Lv. 6
29077,MagicEessence7,Magic Essence Lv. 7
29078,MagicEessence8,Magic Essence Lv. 8
29079,MagicEessence9,Magic Essence Lv. 9
29080,MagicEessence10,Magic Essence Lv. 10
29081,Acute1,Acute Lv. 1
29082,Acute2,Acute Lv. 2
29083,Acute3,Acute Lv. 3
29084,Acute4,Acute Lv. 4
29085,Acute5,Acute Lv. 5
29086,Acute6,Acute Lv. 6
29087,Acute7,Acute Lv. 7
29088,Acute8,Acute Lv. 8
29089,Acute9,Acute Lv. 9
29090,Acute10,Acute Lv. 10
29091,MasterArcher1,Master Archer Lv. 1
29092,MasterArcher2,Master Archer Lv. 2
29093,MasterArcher3,Master Archer Lv. 3
29094,MasterArcher4,Master Archer Lv. 4
29095,MasterArcher5,Master Archer Lv. 5
29096,MasterArcher6,Master Archer Lv. 6
29097,MasterArcher7,Master Archer Lv. 7
29098,MasterArcher8,Master Archer Lv. 8
29099,MasterArcher9,Master Archer Lv. 9
29100,MasterArcher10,Master Archer Lv. 10
29101,Adamatine1,Adamantine Lv. 1
29102,Adamatine2,Adamantine Lv. 2
29103,Adamatine3,Adamantine Lv. 3
29104,Adamatine4,Adamantine Lv. 4
29105,Adamatine5,Adamantine Lv. 5
29106,Adamatine6,Adamantine Lv. 6
29107,Adamatine7,Adamantine Lv. 7
29108,Adamatine8,Adamantine Lv. 8
29109,Adamatine9,Adamantine Lv. 9
29110,Adamatine10,Adamantine Lv. 10
29111,Affection1,Affection Lv. 1
29112,Affection2,Affection Lv. 2
29113,Affection3,Affection Lv. 3
29114,Affection4,Affection Lv. 4
29115,Affection5,Affection Lv. 5
29116,Affection6,Affection Lv. 6
29117,Affection7,Affection Lv. 7
29118,Affection8,Affection Lv. 8
29119,Affection9,Affection Lv. 9
29120,Affection10,Affection Lv. 10
29121,JusticeOfGoddess_A,Goddess of Justice A
29122,JusticeOfGoddess_S,Goddess of Justice S
29123,LoveOfGoddess_A,Goddess of Mercy A
29124,LoveOfGoddess_S,Goddess of Mercy S
29125,InsightOfGoddess_A,Goddess of Insight A
29126,InsightOfGoddess_S,Goddess of Insight S
29127,Mana_Vermilion,Red Lotus
29128,Mana_Braze,Brass
29129,Mana_Chrome,Silver
29130,Mana_Twilight,Dusk
29131,Mana_Chaos,Chaos
29132,Mana_Rise,Dawn
29133,Mana_Heal,Recover
29134,Heart_Of_Winner,Thoughts of a Champion
29135,Keen1,Sharp 1
29136,Keen2,Sharp 2
29137,Keen3,Sharp 3
29138,Keen4,Sharp 4
29139,Keen5,Sharp 5
29140,Orcish_Hero_Of_Anger,Anger of the Brave
29141,Roar_Of_Baphomet,Demon Sheep's Roar
29142,Electric_Effect,Electric Effect
29143,Green_Floor_Effect,Green Flare Effect
29144,Shrink_Effect,Shrink Effect
29145,EXP2MIDDLE,Experience+2%
29146,Identify,Identify
29147,Resurrection,Resurrection
29148,AngelPoring_Purple,Leo Stone
29149,AngelPoring_SkyBlue,Pisces Stone
29150,AngelPoring_Green,Capricorn Stone
29151,AngelPoring_Pink,Aquarius Stone
29152,AngelPoring_DeepRed,Scorpio Stone
29153,AngelPoring_Clear,Taurus Stone
29154,FixedCasting03,Minor Fixed Cast Reduction
29155,LexAeterna,Lex Aeterna
29156,Casting_Top,Variable Cast Reduction Upper
29157,Casting_Middle,Variable Cast Reduction Middle
29158,Casting_Bottom,Variable Cast Reduction Lower
29159,EXP2TOP,Experience + 2%
29160,BlueAura_Effect,Blue Aura Effect
29161,Pink_Glow_Effect,Pink Glow Effect
29162,Shadow_Effect,Shadow Effect
29166,Reactor_A_Tolerance,A-Tolerance
29167,Reactor_A_HIT,A-Hit
29168,Reactor_A_FLEE,A-Flee
29169,Reactor_A_MDEF,A-Mdef
29170,Reactor_S_ATK,S-Atk
29171,Reactor_S_MATK,S-Matk
29172,Reactor_S_Avoid,S-Avoid
29173,Reactor_S_MHP,S-MaxHP
29174,Reactor_S_Quick,S-Quick
29175,Reactor_S_CRI,S-Cri
29176,Sky_Ground,Heaven & Earth
29177,Kyoukou1,Dream Blessing 1
29178,Kyoukou2,Dream Blessing 2
29179,Kyoukou3,Dream Blessing 3
29180,Kyoukou4,Dream Blessing 4
29181,Kyoukou5,Dream Blessing 5
29182,Atk_Race_0,Lethal Frame (Physical)
29183,Atk_Race_1,Lethal Undead (Physical)
29184,Atk_Race_2,Lethal Beast (Physical)
29185,Atk_Race_3,Lethal Plant (Physical)
29186,Atk_Race_4,Lethal Insect (Physical)
29187,Atk_Race_5,Lethal Fish (Physical)
29188,Atk_Race_6,Lethal Demon (Physical)
29189,Atk_Race_7,Lethal Human (Physical)
29190,Atk_Race_8,Lethal Angel (Physical)
29191,Atk_Race_9,Lethal Dragon (Physical)
29192,Atk_Property_0,Mortal Normal (Physical)
29193,Atk_Property_1,Mortal Water (Physical)
29194,Atk_Property_2,Mortal Ground (Physical)
29195,Atk_Property_3,Mortal Flame (Physical)
29196,Atk_Property_4,Mortal Wind (Physical)
29197,Atk_Property_5,Mortal Poison (Physical)
29198,Atk_Property_6,Mortal Saint (Physical)
29199,Atk_Property_7,Mortal Evil (Physical)
29200,Atk_Property_8,Mortal Telekinesis (Physical)
29201,Atk_Property_9,Mortal Undead (Physical)
29202,Atk_Size_0,Fatal Small (Physical)
29203,Atk_Size_1,Fatal Medium (Physical)
29204,Atk_Size_2,Fatal Large (Physical)
29205,Atk_Class_1,Fatal Nemesis (Physical)
29206,Atk_Range,Bull's-Eyes
29207,Atk_Drain_HP,Life Drain
29208,SPdrain2_Top,SPabsorp2
29209,SPdrain2,SPabsorp2
29210,HPdrain23,HPabsorp2 3
29211,HPdrain23_Top,HPabsorp2 3
29212,HIT3,Hit + 3
29213,HIT6,Hit + 6
29214,E_Flameguard,Burn
29215,E_Warmth,Gale
29216,E_Genie,Flood
29217,E_Glorious,Clay
29218,E_Ghost,Grudge
29219,E_Angelic,Woor
29220,E_Innoxious,Venom
29221,E_Divine,Desperate
29222,E_Holy,Sacred Red
29223,Water_Sky,Water Sky
29224,WhiteBody_Effect,White Body Effect
29225,WaterField_Effect,Water Field Effect
29226,ExplodingWave_Effect,Crimson Wave Effect
29227,Heal,Heal
29228,Steal,Steal
29229,Teleport,Teleport
29230,JP_EV02,[ECO] Tiny Alma Card
29231,Energy_Drop4,Energy (Dragon Hunting)
29232,Energy_Drop5,Energy (Tough)
29233,Energy_Drop6,Energy (Magic)
29234,Energy_Drop7,Energy (Fatal Blow)
29235,Dodge1_J,Perfect Dodge + 1
29236,Dodge2_J,Perfect Dodge + 2
29237,Evasion5,Flee + 5
29238,Evasion10,Flee+10
29239,Hit5,Hit+5
29240,Hit10,Hit+10
29241,Critical10,Cri+10
29242,IndestructibleArmor1,Indestructible (Armor)
29243,NoDispell1,Chant Impediment
29244,PlayerTolerance1,Player Resistance 1
29245,PlayerTolerance2,Player Resistance 2
29246,PlayerTolerance3,Player Resistance 3
29247,PlayerTolerance4,Player Resistance 4
29248,PlayerTolerance5,Player Resistance 5
29249,Neev_Rest_1,Neev of Rest (Physical Strength)
29250,Neev_Rest_2,Neev of Rest (Spirit)
29251,Neev_Rest_3,Neev of Rest (Life)
29252,Neev_Rest_4,Neev of Rest (Intelligence)
29253,Neev_Eternity1,Neev of Eternity (Fire)
29254,Neev_Eternity2,Neev of Eternity (Water)
29255,Neev_Eternity3,Neev of Eternity (Wind)
29256,Neev_Eternity4,Neev of Eternity (Earth)
29257,Neev_Eternity5,Neev of Eternity (Dark)
29258,Neev_Eternity6,Neev of Eternity (Ghost)
29259,Neev_Eternity7,Neev of Eternity (Poison)
29260,Neev_Wound1,Neev of Wound (Intangible)
29261,Neev_Wound2,Neev of Wound (Immortal)
29262,Neev_Wound3,Neev of Wound (Animal)
29263,Neev_Wound4,Neev of Wound (Plant)
29264,Neev_Wound5,Neev of Wound (Insect)
29265,Neev_Wound6,Neev of Wound (Fish Shell)
29266,Neev_Wound7,Neev of Wound (Devil)
29267,Neev_Wound8,Neev of Wound (Humanoid)
29268,Neev_Wound9,Neev of Wound (Angel)
29269,Neev_Wound10,Neev of Wound (Dragon)
29270,Neev_Blood1,Neev of Blood (Arm Strength)
29271,Neev_Blood2,Neev of Blood (Quick)
29272,Neev_Blood3,Neev of Blood (Physical Strength)
29273,Neev_Blood4,Neev of Blood (Brains)
29274,Neev_Blood5,Neev of Blood (Concentration)
29275,Neev_Blood6,Neev of Blood (Fortune)
29276,Neev_Honor1,Neev of Honor (Quick)
29277,Neev_Honor2,Neev of Honor (Concentration)
29278,Neev_Honor3,Neev of Honor (Skilled)
29279,Neev_Death1,Neev of Death (Arm Strength)
29280,Neev_Death2,Neev of Death (Brains)
29281,Neev_Death3,Neev of Death (Physical Strength)
29282,Neev_Death4,Neev of Death (Magic Defense)
29300,Jade_J,Prison
29302,Armor_Water,Water Element(Armor)
29303,Armor_Wind,Wind Element(Armor)
29304,Armor_Ground,Earth Element(Armor)
29305,Armor_Fire,Fire Element(Armor)
29306,Armor_Darkness,Shadow Element(Armor)
29307,Armor_Saint,Holy Element(Armor)
29308,Armor_Undead,Undead Element(Armor)
29309,Armor_Poison,Poison Element(Armor)
29310,Racing_E_Rune1,Racing(Rune Knight) 1Lv
29311,Racing_E_Rune2,Racing(Rune Knight) 2Lv
29312,Racing_E_Rune3,Racing(Rune Knight) 3Lv
29313,Racing_E_Royal1,Racing(Royal Guard) 1Lv
29314,Racing_E_Royal2,Racing(Royal Guard) 2Lv
29315,Racing_E_Royal3,Racing(Royal Guard) 3Lv
29316,Racing_E_Mecha1,Racing(Mechanic) 1Lv
29317,Racing_E_Mecha2,Racing(Mechanic) 2Lv
29318,Racing_E_Mecha3,Racing(Mechanic) 3Lv
29319,Racing_E_Gene1,Racing(Geneticist) 1Lv
29320,Racing_E_Gene2,Racing(Geneticist) 2Lv
29321,Racing_E_Gene3,Racing(Geneticist) 3Lv
29322,Racing_E_Cross1,Racing(Guillotine Cross) 1Lv
29323,Racing_E_Cross2,Racing(Guillotine Cross) 2Lv
29324,Racing_E_Cross3,Racing(Guillotine Cross) 3Lv
29325,Racing_E_Chaser1,Racing(Shadow Chaser) 1Lv
29326,Racing_E_Chaser2,Racing(Shadow Chaser) 2Lv
29327,Racing_E_Chaser3,Racing(Shadow Chaser) 3Lv
29328,Racing_E_Warlock1,Racing(Warlock) 1Lv
29329,Racing_E_Warlock2,Racing(Warlock) 2Lv
29330,Racing_E_Warlock3,Racing(Warlock) 3Lv
29331,Racing_E_Sorcer1,Racing(Sorcerer) 1Lv
29332,Racing_E_Sorcer2,Racing(Sorcerer) 2Lv
29333,Racing_E_Sorcer3,Racing(Sorcerer) 3Lv
29334,Racing_E_Bishop1,Racing(Archbishop) 1Lv
29335,Racing_E_Bishop2,Racing(Archbishop) 2Lv
29336,Racing_E_Bishop3,Racing(Archbishop) 3Lv
29337,Racing_E_Sura1,Racing(Sura) 1Lv
29338,Racing_E_Sura2,Racing(Sura) 2Lv
29339,Racing_E_Sura3,Racing(Sura) 3Lv
29340,Racing_E_Ranger1,Racing(Ranger) 1Lv
29341,Racing_E_Ranger2,Racing(Ranger) 2Lv
29342,Racing_E_Ranger3,Racing(Ranger) 3Lv
29343,Racing_E_Wand_Min1,Racing(Wanderers & Minstrel) 1Lv
29344,Racing_E_Wand_Min2,Racing(Wanderers & Minstrel) 2Lv
29345,Racing_E_Wand_Min3,Racing(Wanderers & Minstrel) 3Lv
29346,Racing_E_Gunner1,Racing(Gunslinger) 1Lv
29347,Racing_E_Gunner2,Racing(Gunslinger) 2Lv
29348,Racing_E_Gunner3,Racing(Gunslinger) 3Lv
29349,Racing_E_Ninja1,Racing(Ninja)1Lv
29350,Racing_E_Ninja2,Racing(Ninja)2Lv
29351,Racing_E_Ninja3,Racing(Ninja)3Lv
29352,Racing_E_Super1,Racing(Super Novice) 1Lv
29353,Racing_E_Super2,Racing(Super Novice) 2Lv
29354,Racing_E_Super3,Racing(Super Novice) 3Lv
29355,Racing_E_Doram1,Racing(Summoner) 1Lv
29356,Racing_E_Doram2,Racing(Summoner) 2Lv
29357,Racing_E_Doram3,Racing(Summoner) 3Lv
29358,Casting_Robe,Variable Casting Garment
29359,Fatal_Top,Fatal (Upper)
29360,Fatal_Bottom,Fatal (Lower)
29361,Fatal_Robe,Fatal (Garment)
29362,DoubleAttack,Double Attack
29366,Strong_Blow1,Strong Blow 1
29367,Strong_Blow2,Strong Blow 2
29368,Strong_Blow3,Strong Blow 3
29369,Strong_Blow4,Strong Blow 4
29370,Strong_Blow5,Strong Blow 5
29371,Release_Of_Magic,Release of Truth
29372,CastFixed_Delay50,Fixed Cast Time - 50%
29373,Skill_DelaySP,Skill Delay - 15%
29374,ThriftSP,SP Consumption - 15%
29375,PlayerTolerance6,Player Resistance 6
29376,PlayerTolerance7,Player Resistance 7
29377,PlayerTolerance8,Player Resistance 8
29378,PlayerTolerance9,Player Resistance 9
29379,PlayerTolerance10,Player Resistance 10
29380,ATK5,ATK +5
29381,MATK5,MATK +5
29382,Neev_Honor_Hit,Neev of Honor (Hit)
29383,Neev_Honor_Flee,Neev of Honor (Avoidance)
29384,Neev_Honor_Luk,Neev of Honor (Fortune)
29385,Neev_Death_Tech,Neve of Death (Technique)
29386,Neev_Death_Luk,Neve of Death (Fortune)
29423,Sura_Top,Champion Stone (Upper)
29424,Sura_Middle,Champion Stone (Middle)
29425,Sura_Bottom,Champion Stone (Bottom)
29426,Sura_Robe,SuraStone (Garment)
29427,Sura_Robe2,Sura Stone II (Garment)
29428,Ranger_Top,Sniper Stone (Upper)
29429,Ranger_Middle,Sniper Stone (Middle)
29430,Ranger_Bottom,Sniper Stone (Bottom)
29431,Ranger_Robe,RangerStone (Garment)
29432,Sorcerer_Top,Professor Stone (Upper)
29433,Sorcerer_Middle,Professor Stone (Middle)
29434,Sorcerer_Bottom,Professor Stone (Bottom)
29435,Sorcerer_Robe,SorcererStone (Garment)
29436,Dynast,Supreme King
29438,ReactorZ_Knockback,Z-Knockback
29439,ReactorZ_Immortal,Z-Immortal
29440,ReactorZ_Killgain,Z-Killgain
29441,ReactorZ_Reincarnation,Z-Reincarnation
29442,ReactorZ_NoDispell,Z-NoDispell
29443,ReactorZ_Clairvoyance,Z-Clairvoyance
29444,ReactorZ_CastFixed,Z-Cast Fixed
29445,Amplification1,Amplification 1
29446,Amplification2,Amplification 2
29447,Amplification3,Amplification 3
29448,Amplification4,Amplification 4
29449,Amplification5,Amplification 5
29460,Runeknight_Top,Lord Knight Stone (Top)
29461,Runeknight_Middle,Lord Knight Stone (Middle)
29462,Runeknight_Bottom,Lord Knight Stone (Bottom)
29463,Runeknight_Robe,Rune Knight Stone (Garment)
29464,Genetic_Top,Creator Stone (Top)
29465,Genetic_Middle,Creator Stone (Middle)
29466,Genetic_Bottom,Creator Stone (Bottom)
29467,Genetic_Robe,Genetic Stone (Garment)
29468,Warlock_Top,High Wizard Stone (Top)
29469,Warlock_Middle,High Wizard Stone (Middle)
29470,Warlock_Bottom,High Wizard Stone (Bottom)
29471,Warlock_Robe,Warlock Stone (Garment)
29477,Shadowchaser_Top,Stalker Stone (Upper)
29478,Shadowchaser_Middle,Stalker Stone (Middle)
29479,Shadowchaser_Bottom,Stalker Stone (Bottom)
29480,Shadowchaser_Robe,Shadow Chaser Stone (Garment)
29481,Mechanic_Top,Whitesmith Stone (Upper)
29482,Mechanic_Middle,Whitesmith Stone (Middle)
29483,Mechanic_Bottom,Whitesmith Stone (Bottom)
29484,Mechanic_Robe,Mechanic Stone (Garment)
29485,WanderMinstrel_Top,Clown Gypsy Stone (Upper)
29486,WanderMinstrel_Middle,Clown Gypsy Stone (Middle)
29487,WanderMinstrel_Bottom,Clown Gypsy Stone (Bottom)
29488,WanderMinstrel_Robe,Wanderer Minstrel Stone (Garment)
29509,Hero,The Hero
29510,Neev_Wound11,Neev of Wound (Player)
29511,Reactor_A_Player,Q-Player
29512,Endurance,Tough
29513,Highpriest_Top,High Priest Stone (Upper)
29514,Highpriest_Middle,High Priest Stone (Middle)
29515,Highpriest_Bottom,High Priest Stone (Bottom)
29516,Archbishop_Robe,Archbishop Stone (Garment)
29517,Paladin_Top,Paladin Stone (Upper)
29518,Paladin_Middle,Paladin Stone (Middle)
29519,Paladin_Bottom,Paladin Stone (Bottom)
29520,Royalguard_Robe,Royal Guard Stone (Garment)
29521,Assassincross_Top,Assassin Cross Stone (Upper)
29522,Assassincross_Middle,Assassin Cross Stone (Middle)
29523,Assassincross_Bottom,Assassin Cross Stone (Bottom)
29524,Guillotinecross_Robe,Assassin Cross Stone (Garment)
29525,NJ_1,Ninja Essence Lv1
29526,NJ_2,Ninja Essence Lv2
29527,Improve_Orb_Def,Modification Orb (DEF)
29528,Improve_Orb_Mdef,Modification Orb (MDEF)
29529,Improve_Orb_HealHP,Modification Orb (HP Recovery)
29530,Improve_Orb_Spirit,Modification Orb (Spirit)
29531,Improve_Orb_Health,Modification Orb (Health)
29532,Improve_Orb_HealSP,Modification Orb (SP Recovery)
29533,Improve_Orb_Heal,Modification Orb (Heal)
29534,Improve_Orb_Atk,Modification Orb (ATK)
29535,Improve_Orb_Matk,Modification Orb (MATK)
29536,Improve_Orb_Archer,Modification Orb (Sharpshooter)
29537,Improve_Orb_Speed,Modification Orb (Speed)
29538,Improve_Orb_Cast,Modification Orb (Caster)
29539,Improve_Orb_Cri,Modification Orb (Critical)
29540,Improve_Orb_Delay,Modification Orb (Global Delay)
29541,Improve_Orb_Fix,Modification Orb (Fixed Casting)
29542,Improve_Orb_Above,Modification Orb (Above All)
29543,Improve_Orb_Life,Modification Orb (Drain Life)
29544,Improve_Orb_Soul,Modification Orb (Drain Soul)
29545,Improve_Orb_M_Heal,Modification Orb (Magic Healing)
29546,Improve_Orb_M_Soul,Modification Orb (Magic Soul)
29547,Improve_Orb_L_Vit,Modification Orb (Unlimited Vitality)
29548,Improve_Orb_L_INT,Modification Orb (Spell Buster)
29549,Improve_Orb_L_DEX,Modification Orb (Fierce Shooter)
29550,Improve_Orb_L_STR,Modification Orb (Overpower)
29551,Improve_Orb_L_AGI,Modification Orb (Fatal Flash)
29552,Improve_Orb_L_LUK,Modification Orb (Lucky Strike)
29579,Racing_E_Star1,Racing (Star Gladiator) 1Lv
29580,Racing_E_Star2,Racing (Star Gladiator) 2Lv
29581,Racing_E_Star3,Racing (Star Gladiator) 3Lv
29582,Racing_E_Soul1,Racing (Soul Linker) 1Lv
29583,Racing_E_Soul2,Racing (Soul Linker) 2Lv
29584,Racing_E_Soul3,Racing (Soul Linker) 3Lv
29585,Arcana,Arcana
29586,PlayerTolerance12,Player Resistance 12
29587,Gh_md_agi,Flash
29588,Gh_md_str,Power
29589,Gh_md_dex,Celestial
29590,Gh_md_int,Divine Power
29591,Gh_md_vit,Rigid Body
29592,Gh_md_luk,Hundred Lucks
29593,Unfrozen_JP,Freezing Resistance
29594,Seyren_Memory,Seyren's Memory
29595,Harword_Memory,Howard's Memory
29596,Eremes_Memory,Eremes's Memory
29598,Katrinn_Memory,Catherine's Memory
29599,Magaleta_Memory,Margaretha's Memory
29600,Shecil_Memory,Cecil's Memory
29601,Randel_Memory,Randel's Memory
29602,Flamel_Memory,Flamel's Memory
29603,Gertie_Memory,Gertie's Memory
29604,Celia_Memory,Celia's Memory
29605,Chen_Memory,Chen's Memory
29606,Tren_Memory,Trentini's Memory
29607,Alpho_Memory,Alphoccio's Memory
29611,Sura_Bottom2,Sura Stone II (Bottom)
29612,Sura_Middle2,Sura Stone II (Middle)
29613,Sura_Top2,Sura Stone II (Upper)
29614,Sorcerer_Robe2,Sorcerer Stone II (Garment)
29615,Sorcerer_Bottom2,Sorcerer Stone II (Bottom)
29616,Sorcerer_Middle2,Sorcerer Stone II (Middle)
29617,Sorcerer_Top2,Sorcerer Stone II (Upper)
29618,Shadowchaser_Robe2,Shadow Chaser Stone II (Garment)
29619,Shadowchaser_Bottom2,Stalker Stone II (Lower)
29620,Shadowchaser_Middle2,Stalker Stone II (Middle)
29621,Shadowchaser_Top2,Stalker Stone II (Upper)
29646,Lucky_Amulet6,Super-Dreadnought
29647,Lucky_Amulet7,Rebel
29648,Lucky_Amulet8,Fire and Thunder God
29649,IgnoreDef50,Ignored Def 50%
29650,IgnoreMdef50,Ignored Mdef 50%
29651,Soullinker_Top,Soul Linker Stone (Upper)
29652,Soullinker_Middle,Soul Linker Stone (Middle)
29653,Soullinker_Bottom,Soul Linker Stone (Bottom)
29654,Soulreaper_Robe,Soul Reaper Stone (Garment)
29655,Gladiator_Top,Star Gladiator Stone (Upper)
29656,Gladiator_Middle,Star Gladiator Stone (Middle)
29657,Gladiator_Bottom,Star Gladiator Stone (Bottom)
29658,Staremperor_Robe,Star Emperor Stone (Garment)
29659,Ninja_Top,Ninja Stone (Upper)
29660,Ninja_Middle,Ninja Stone (Middle)
29661,Ninja_Bottom,Ninja Stone (Bottom)
29662,Kagerou_Robe,Kagerou Stone (Garment)
29663,Oboro_Robe,Oboro Stone (Garment)
29664,Gunslinger_Top,Gunslinger Stone (Upper)
29665,Gunslinger_Middle,Gunslinger Stone (Middle)
29666,Gunslinger_Bottom,Gunslinger Stone (Bottom)
29667,Rebellion_Robe,Rebellion Stone (Garment)
29668,Doram_Top,Doram Stone (Upper)
29669,Doram_Middle,Doram Stone (Middle)
29670,Doram_Bottom,Doram Stone (Bottom)
29671,Doram_Robe,Doram Stone (Garment)
29672,Time_Jewely_Str_1,Temporal Jewel (STR) Lv 1
29673,Time_Jewely_Str_2,Temporal Jewel (STR) Lv 2
29674,Time_Jewely_Str_3,Temporal Jewel (STR) Lv 3
29675,Time_Jewely_Agi_1,Temporal Jewel (AGI) Lv 1
29676,Time_Jewely_Agi_2,Temporal Jewel (AGI) Lv 2
29677,Time_Jewely_Agi_3,Temporal Jewel (AGI) Lv 3
29678,Time_Jewely_Vit_1,Temporal Jewel (VIT) Lv 1
29679,Time_Jewely_Vit_2,Temporal Jewel (VIT) Lv 2
29680,Time_Jewely_Vit_3,Temporal Jewel (VIT) Lv 3
29681,Time_Jewely_Int_1,Temporal Jewel (INT) Lv 1
29682,Time_Jewely_Int_2,Temporal Jewel (INT) Lv 2
29683,Time_Jewely_Int_3,Temporal Jewel (INT) Lv 3
29684,Time_Jewely_Dex_1,Temporal Jewel (DEX) Lv 1
29685,Time_Jewely_Dex_2,Temporal Jewel (DEX) Lv 2
29686,Time_Jewely_Dex_3,Temporal Jewel (DEX) Lv 3
29687,Time_Jewely_Luk_1,Temporal Jewel (LUK) Lv 1
29688,Time_Jewely_Luk_2,Temporal Jewel (LUK) Lv 2
29689,Time_Jewely_Luk_3,Temporal Jewel (LUK) Lv 3
29690,Wepon_Property_Fire,Fire Attribute (Weapon)
29691,Wepon_Property_Water,Water Attribute (Weapon)
29692,Wepon_Property_Wind,Wind Attribute (Weapon)
29693,Wepon_Property_Ground,Earth Attribute (Weapon)
29695,Wepon_Property_Darkness,Dark Attribute (Weapon)
29696,Wepon_Property_Telekine,Spirit Attribute (Weapon)
29697,Wepon_Property_Poison,Poison Attribute (Weapon)
29698,Matk_Race_0,Lethal Frame (Magic)
29699,Matk_Race_2,Lethal Beast (Magic)
29700,Matk_Race_7,Lethal Human (Magic)
29701,Matk_Property_1,Mortal Water (Magic)
29702,Matk_Property_7,Mortal Evil (Magic)
29703,Matk_Property_9,Mortal Undead (Magic)
29704,Matk_Size_0,Fatal Small (Magic)
29705,Matk_Class_1,Fatal Nemesis (Magic)
29706,Tenacity1,Tenacity Lv1
29707,Tenacity2,Tenacity Lv2
29708,Tenacity3,Tenacity Lv3
29709,Tenacity4,Tenacity Lv4
29710,Tenacity5,Tenacity Lv5
29711,Tenacity6,Tenacity Lv6
29712,Tenacity7,Tenacity Lv7
29713,Tenacity8,Tenacity Lv8
29714,Tenacity9,Tenacity Lv9
29715,Tenacity10,Tenacity Lv10
29716,StarE_Enchant_1,Solar
29717,StarE_Enchant_2,Moon
29718,StarE_Enchant_3,Star
29719,SoulR_Enchant_1,S
29720,SoulR_Enchant_2,Ghost
29721,SoulR_Enchant_3,Soul
29722,Curse_Effect_J,Curse
29723,Star_Effect_J,Star
29724,Murderous_Grudge,Muederous Grudge
29725,aegis_29725,Zodiac
29727,aegis_29727,Rumble Effect
31000,Rudo_Card_J,Rudo Card
31001,Lora_Card_J,Lola Card
31002,Elvira_Card_J,Elvira Card
31003,Gioia_Card_J,Merciless Gioia Card
31004,Soheon_Card_J,Soheon Card
31005,Daehyon_Card_J,General Daehyon Card
31006,LoVA_Hades_Card,LoVA Hades Card
31007,LoVA_R_Hades_Card,LoVA Realization Hades Card
31008,LoVA_Lulu_Card,LoVA Lulu Card
31009,LoVA_R_Lulu_Card,LoVA Realization Lulu Card
31010,LoVA_Kima_Card,LoVA Kima Card
31011,LoVA_R_Kima_Card,LoVA Realization Kima Card
31012,LoVA_Bahamut_Card,LoVA Bahamut Card
31013,LoVA_R_Bahamut_Card,LoVA Realization Bahamut Card
31014,LoVA_Ragnarok_Card,LoVA Ragnarok Card
31015,LoVA_R_Ragnarok_Card,LoVA Realization Ragnarok Card
31016,XM_Tree_Card,Decorated Evil Tree Card
31017,XM_Cookie_Card,Vicious Cookie Card
31018,XM_Mystcase_Card,Evil Dwelling Box Card
31019,XM_Lude_Card,Creepy Demon Card
31020,XM_Hylozoist_Card,Malicious Baby Ghost Card
31021,XM_Marionette_Card,Dancing Marionette Card
31022,XM_Teddy_Bear_Card,Abandoned Teddy Bear Card
31023,XM_Celine_Kimi_Card,Celine Kimi Card
31024,As_Bdy_Knight_Card,Immortal Cursed Knight Card
31025,As_Wind_Ghost_Card,Immortal Wind Ghost Card
31026,As_Ragged_Golem_Card,Stephane Jack Earnest Wolf Card
101592,Force_of_Fullmoon,The Power of The Full Moon
101952,SunShine_Sand,Sunny Powder Sand
102038,Dead_Soul_Aura,The Evil Breath of The Dead
102354,Battle_Aura_TW,Fighting Spirit
300000,IDTest_Card,IDTest Card
300001,Poisonous_Card,Poisonous Card
300002,Toxious_Card,Toxious Card
300003,Porcellio_W_Card,White Porcellio Card
300004,Neo_Mineral_Card,Neo Mineral Card
300005,Abyss_Man_Card,Abyssman Card
300006,Jeweliant_Card,Jewelry Ant Card
300007,Jungoliant_Card,Jeweled Ungoliant Card
300008,Angelgolt_Card,Angelgolt Card
